product_title,product_vendor,product_type,product_price,day,week,month,quarter,year,net_quantity,gross_sales,discounts,returns,net_sales,taxes,total_sales,total_cost
SKATE SESSION,Town and Country Skateboards,,5.000,2023-09-29,2023-W39,2023-09,2023-07,2023,4,20.000,0.000,0.000,20.000,0.000,20.000,0.000
Yerba,,,3.000,2023-03-19,2023-W11,2023-03,2023-01,2023,4,12.000,0.000,0.000,12.000,0.960,12.960,0.000
Yerba,,,3.000,2023-08-12,2023-W32,2023-08,2023-07,2023,4,12.000,0.000,0.000,12.000,0.960,12.960,0.000
SKATE SESSION,Town and Country Skateboards,,5.000,2024-03-13,2024-W11,2024-03,2024-01,2024,4,20.000,0.000,0.000,20.000,0.000,20.000,0.000
Yerba,,,3.000,2023-05-31,2023-W22,2023-05,2023-04,2023,4,12.000,0.000,0.000,12.000,0.960,12.960,0.000
Yerba,,,3.000,2023-06-14,2023-W24,2023-06,2023-04,2023,4,12.000,0.000,0.000,12.000,0.960,12.960,0.000
SKATE SESSION,Town and Country Skateboards,,5.000,2023-02-01,2023-W05,2023-02,2023-01,2023,4,20.000,0.000,0.000,20.000,0.000,20.000,0.000
Yerba,,,3.000,2023-06-15,2023-W24,2023-06,2023-04,2023,4,12.000,-0.900,0.000,11.100,0.880,11.980,0.000
YERBA BLUEPHORIA,Town and Country Skateboards,,3.500,2024-02-13,2024-W07,2024-02,2024-01,2024,4,14.000,0.000,0.000,14.000,1.120,15.120,9.000
Yerba,,,3.000,2023-02-17,2023-W07,2023-02,2023-01,2023,4,12.000,0.000,0.000,12.000,0.960,12.960,0.000
BONES REDS BEARINGS,Town and Country Skateboards,,20.000,2023-09-03,2023-W35,2023-09,2023-07,2023,4,80.000,-48.000,0.000,32.000,2.560,34.560,39.560
Yerb,,,3.000,2023-06-02,2023-W22,2023-06,2023-04,2023,4,12.000,0.000,0.000,12.000,0.960,12.960,0.000
Yerba,,,3.000,2023-05-25,2023-W21,2023-05,2023-04,2023,4,12.000,0.000,0.000,12.000,0.960,12.960,0.000
Yerba,,,3.000,2023-06-07,2023-W23,2023-06,2023-04,2023,4,12.000,0.000,0.000,12.000,0.960,12.960,0.000
Yerba,,,3.000,2023-02-03,2023-W05,2023-02,2023-01,2023,3,9.000,0.000,0.000,9.000,0.720,9.720,0.000
WATER,Town and Country Skateboards,,1.000,2023-06-20,2023-W25,2023-06,2023-04,2023,3,3.000,0.000,0.000,3.000,0.240,3.240,0.000
Yerba,,,3.000,2023-05-02,2023-W18,2023-05,2023-04,2023,3,9.000,0.000,0.000,9.000,0.720,9.720,0.000
DICKIES SKATEBOARDING REGULAR FIT TWILL PANTS -- GREEN MOSS,Town and Country Skateboards,,39.990,2023-11-25,2023-W47,2023-11,2023-10,2023,3,119.970,-89.970,0.000,30.000,2.400,32.400,55.500
BONES REDS BEARINGS,Town and Country Skateboards,,20.000,2024-03-17,2024-W11,2024-03,2024-01,2024,3,60.000,-9.000,0.000,51.000,4.080,55.080,29.670
BONES REDS BEARINGS,Town and Country Skateboards,,20.000,2023-03-25,2023-W12,2023-03,2023-01,2023,3,60.000,-20.000,0.000,40.000,3.200,43.200,29.670
SKATE SESSION,Town and Country Skateboards,,10.000,2024-03-21,2024-W12,2024-03,2024-01,2024,3,30.000,0.000,0.000,30.000,0.000,30.000,0.000
SKATE SESSION,Town and Country Skateboards,,10.000,2024-08-16,2024-W33,2024-08,2024-07,2024,3,30.000,-5.000,0.000,25.000,0.000,25.000,0.000
Yerba,,,3.000,2023-02-21,2023-W08,2023-02,2023-01,2023,3,9.000,0.000,0.000,9.000,0.720,9.720,0.000
SLAVE GOEMANN COPY MACHINE DECK 8.00,Town and Country Skateboards,DECK,55.000,2023-11-24,2023-W47,2023-11,2023-10,2023,3,165.000,-62.720,0.000,102.280,0.000,102.280,0.000
Riverside Park Board Wall Shirt,Town and Country Skateboards,,30.000,2024-08-11,2024-W32,2024-08,2024-07,2024,3,90.000,0.000,0.000,90.000,3.600,93.600,0.000
SKATE SESSION,Town and Country Skateboards,,10.000,2024-12-29,2024-W52,2024-12,2024-10,2024,3,30.000,0.000,0.000,30.000,0.000,30.000,0.000
YERBA BLUEPHORIA,Town and Country Skateboards,,3.500,2025-01-05,2025-W01,2025-01,2025-01,2025,3,10.500,0.000,0.000,10.500,0.840,11.340,6.750
YERBA BLUEPHORIA,Town and Country Skateboards,,3.500,2025-01-01,2025-W01,2025-01,2025-01,2025,3,17.500,0.000,-7.000,10.500,0.840,11.340,6.750
NEW BALANCE NUMERIC 44O HIGH,Town and Country Skateboards,,89.990,2023-10-21,2023-W42,2023-10,2023-10,2023,3,269.970,-57.050,0.000,212.920,17.040,229.960,135.000
YERBA BLUEPHORIA,Town and Country Skateboards,,3.500,2023-09-16,2023-W37,2023-09,2023-07,2023,3,10.500,-0.530,0.000,9.970,0.800,10.770,6.750
SKATE SESSION,Town and Country Skateboards,,10.000,2024-11-27,2024-W48,2024-11,2024-10,2024,3,30.000,0.000,0.000,30.000,0.000,30.000,0.000
SKATE SESSION,Town and Country Skateboards,,10.000,2024-06-22,2024-W25,2024-06,2024-04,2024,3,30.000,0.000,0.000,30.000,0.000,30.000,0.000
SKATE SESSION,Town and Country Skateboards,,10.000,2025-01-02,2025-W01,2025-01,2025-01,2025,3,30.000,0.000,0.000,30.000,0.000,30.000,0.000
YERBA BLUEPHORIA,Town and Country Skateboards,,3.500,2024-04-28,2024-W17,2024-04,2024-04,2024,3,10.500,0.000,0.000,10.500,0.840,11.340,6.750
SKATE SESSION,Town and Country Skateboards,,10.000,2024-11-09,2024-W45,2024-11,2024-10,2024,3,30.000,0.000,0.000,30.000,0.000,30.000,0.000
YERBA CLASSIC GOLD,Town and Country Skateboards,,3.500,2024-11-30,2024-W48,2024-11,2024-10,2024,3,10.500,0.000,0.000,10.500,0.840,11.340,6.240
9in x 33in Sheet Mob Skateboard Grip Tape,Town and Country Skateboards,,6.950,2023-09-29,2023-W39,2023-09,2023-07,2023,3,20.850,0.000,0.000,20.850,1.680,22.530,9.900
Yerba,,,3.000,2023-06-01,2023-W22,2023-06,2023-04,2023,3,9.000,0.000,0.000,9.000,0.720,9.720,0.000
SKATE SESSION,Town and Country Skateboards,,10.000,2024-04-27,2024-W17,2024-04,2024-04,2024,3,30.000,0.000,0.000,30.000,0.000,30.000,0.000
YERBA BLUEPHORIA,Town and Country Skateboards,,3.500,2024-05-05,2024-W18,2024-05,2024-04,2024,3,10.500,0.000,0.000,10.500,0.840,11.340,6.750
Gatorade Regular Variety,Town and Country Skateboards,,2.000,2024-09-21,2024-W38,2024-09,2024-07,2024,3,6.000,0.000,0.000,6.000,0.480,6.480,2.700
BRONSON SPEED COMPANY G2 BEARINGS,Town and Country Skateboards,,18.000,2023-11-24,2023-W47,2023-11,2023-10,2023,3,54.000,-10.800,0.000,43.200,3.460,46.660,0.000
Yerba,,,3.000,2023-07-28,2023-W30,2023-07,2023-07,2023,3,9.000,0.000,0.000,9.000,0.720,9.720,0.000
WATER,Town and Country Skateboards,,1.000,2024-07-14,2024-W28,2024-07,2024-07,2024,3,3.000,0.000,0.000,3.000,0.240,3.240,0.000
Gatorade Regular Variety,Town and Country Skateboards,,2.000,2024-03-16,2024-W11,2024-03,2024-01,2024,3,6.000,0.000,0.000,6.000,0.480,6.480,2.700
INDEPENDENT STANDARD TRUCK (STAGE 11),Town and Country Skateboards,trucks,42.000,2023-11-24,2023-W47,2023-11,2023-10,2023,3,126.000,-27.300,0.000,98.700,7.880,106.580,80.000
YERBA REVELBERRY,Town and Country Skateboards,,3.500,2024-04-05,2024-W14,2024-04,2024-04,2024,3,10.500,0.000,0.000,10.500,0.840,11.340,6.750
YERBA MINT,Town and Country Skateboards,,3.500,2024-03-03,2024-W09,2024-03,2024-01,2024,3,10.500,0.000,0.000,10.500,0.840,11.340,6.750
SHORTYS ORIGINAL PHILIPS HEAD HARDWARE,Town and Country Skateboards,,3.500,2023-07-18,2023-W29,2023-07,2023-07,2023,3,10.500,0.000,0.000,10.500,0.840,11.340,5.250
SKATE SESSION,Town and Country Skateboards,,10.000,2025-01-12,2025-W02,2025-01,2025-01,2025,3,30.000,0.000,0.000,30.000,0.000,30.000,0.000
Ld,,,2.000,2024-05-04,2024-W18,2024-05,2024-04,2024,3,6.000,0.000,0.000,6.000,0.480,6.480,0.000
SKATE SESSION,Town and Country Skateboards,,10.000,2024-07-17,2024-W29,2024-07,2024-07,2024,3,30.000,0.000,0.000,30.000,0.000,30.000,0.000
YERBA BLUEPHORIA,Town and Country Skateboards,,3.500,2024-05-15,2024-W20,2024-05,2024-04,2024,3,10.500,0.000,0.000,10.500,0.840,11.340,6.750
YERBA BLUEPHORIA,Town and Country Skateboards,,3.500,2024-07-06,2024-W27,2024-07,2024-07,2024,3,10.500,0.000,0.000,10.500,0.840,11.340,6.750
Riverside Board Wall Shop Deck,Town and Country Skateboards,,45.000,2024-11-24,2024-W47,2024-11,2024-10,2024,3,135.000,-45.000,0.000,90.000,7.200,97.200,60.000
Yerb,,,3.000,2023-03-04,2023-W09,2023-03,2023-01,2023,3,9.000,0.000,0.000,9.000,0.720,9.720,0.000
9in x 33in Sheet Mob Skateboard Grip Tape,Town and Country Skateboards,,6.950,2023-07-02,2023-W26,2023-07,2023-07,2023,3,20.850,0.000,0.000,20.850,1.680,22.530,9.900
YERBA BLUEPHORIA,Town and Country Skateboards,,3.500,2023-11-30,2023-W48,2023-11,2023-10,2023,3,10.500,0.000,0.000,10.500,0.840,11.340,6.750
2 4 30,,,30.000,2023-11-25,2023-W47,2023-11,2023-10,2023,3,90.000,0.000,0.000,90.000,7.200,97.200,0.000
Yerb,,,3.000,2023-03-18,2023-W11,2023-03,2023-01,2023,3,9.000,0.000,0.000,9.000,0.720,9.720,0.000
SKATE SESSION,Town and Country Skateboards,,5.000,2023-11-28,2023-W48,2023-11,2023-10,2023,3,15.000,0.000,0.000,15.000,0.000,15.000,0.000
Yerba,,,3.000,2023-08-20,2023-W33,2023-08,2023-07,2023,3,9.000,0.000,0.000,9.000,0.720,9.720,0.000
Marbie Miller Krux Unisex Sweatshirt,Town and Country Skateboards,,50.000,2023-08-27,2023-W34,2023-08,2023-07,2023,3,150.000,-150.000,0.000,0.000,0.000,0.000,84.000
STRANGELOVE SKUNK TEE BLACK,Town and Country Skateboards,,28.000,2023-07-18,2023-W29,2023-07,2023-07,2023,3,84.000,0.000,0.000,84.000,0.000,84.000,48.000
YERBA MINT,Town and Country Skateboards,,3.500,2024-04-03,2024-W14,2024-04,2024-04,2024,3,10.500,0.000,0.000,10.500,0.840,11.340,6.750
Gatorade Regular Variety,Town and Country Skateboards,,2.000,2024-06-09,2024-W23,2024-06,2024-04,2024,3,6.000,0.000,0.000,6.000,0.480,6.480,2.700
WATER,Town and Country Skateboards,,1.000,2023-03-09,2023-W10,2023-03,2023-01,2023,3,3.000,0.000,0.000,3.000,0.240,3.240,0.000
YERBA CLASSIC GOLD,Town and Country Skateboards,,3.500,2024-04-18,2024-W16,2024-04,2024-04,2024,3,10.500,-0.700,0.000,9.800,0.780,10.580,6.240
Candy,,,1.000,2023-02-18,2023-W07,2023-02,2023-01,2023,3,3.000,0.000,0.000,3.000,0.240,3.240,0.000
YERBA REVELBERRY,Town and Country Skateboards,,3.500,2024-08-25,2024-W34,2024-08,2024-07,2024,3,10.500,0.000,0.000,10.500,0.840,11.340,6.750
WATER,Town and Country Skateboards,,1.000,2025-01-12,2025-W02,2025-01,2025-01,2025,3,3.000,0.000,0.000,3.000,0.240,3.240,0.000
YERBA REVELBERRY,Town and Country Skateboards,,3.500,2024-01-30,2024-W05,2024-01,2024-01,2024,3,10.500,0.000,0.000,10.500,0.840,11.340,6.750
SKATE SESSION,Town and Country Skateboards,,5.000,2023-02-07,2023-W06,2023-02,2023-01,2023,3,15.000,0.000,0.000,15.000,0.000,15.000,0.000
Gatorade Regular Variety,Town and Country Skateboards,,2.000,2024-03-15,2024-W11,2024-03,2024-01,2024,3,6.000,0.000,0.000,6.000,0.480,6.480,2.700
Genuine Parts 1 in Phillips Hardware Black/Silver Pk/8 Independent,Town and Country Skateboards,,3.000,2024-07-03,2024-W27,2024-07,2024-07,2024,3,9.000,0.000,0.000,9.000,0.720,9.720,4.140
SKATE SESSION,Town and Country Skateboards,,10.000,2024-04-18,2024-W16,2024-04,2024-04,2024,3,30.000,0.000,0.000,30.000,0.000,30.000,0.000
Riverside Park Board Wall Shirt,Town and Country Skateboards,,30.000,2024-07-11,2024-W28,2024-07,2024-07,2024,3,90.000,0.000,0.000,90.000,3.600,93.600,0.000
Yerba,,,3.000,2023-07-16,2023-W28,2023-07,2023-07,2023,3,9.000,0.000,0.000,9.000,0.720,9.720,0.000
PEPPER GRIP SHEET G5 BLACK,Town and Country Skateboards,,6.000,2023-07-25,2023-W30,2023-07,2023-07,2023,3,18.000,0.000,0.000,18.000,1.440,19.440,12.000
Yerba,,,3.000,2023-08-04,2023-W31,2023-08,2023-07,2023,3,9.000,0.000,0.000,9.000,0.720,9.720,0.000
Yerba,,,3.000,2023-05-11,2023-W19,2023-05,2023-04,2023,3,9.000,0.000,0.000,9.000,0.720,9.720,0.000
SKATE SESSION,Town and Country Skateboards,,10.000,2024-12-08,2024-W49,2024-12,2024-10,2024,3,30.000,0.000,0.000,30.000,0.000,30.000,0.000
Session,,,10.000,2024-03-02,2024-W09,2024-03,2024-01,2024,3,30.000,0.000,0.000,30.000,0.800,30.800,0.000
YERBA BLUEPHORIA,Town and Country Skateboards,,3.500,2024-09-25,2024-W39,2024-09,2024-07,2024,3,10.500,0.000,0.000,10.500,0.840,11.340,6.750
DGK BIG MONEY WHITE SS,Town and Country Skateboards,SHIRT,25.000,2023-08-27,2023-W34,2023-08,2023-07,2023,3,75.000,-75.000,0.000,0.000,0.000,0.000,0.000
Ld,,,2.000,2023-04-13,2023-W15,2023-04,2023-04,2023,3,6.000,0.000,0.000,6.000,0.480,6.480,0.000
YERBA BLUEPHORIA,Town and Country Skateboards,,3.500,2024-06-22,2024-W25,2024-06,2024-04,2024,3,10.500,0.000,0.000,10.500,0.840,11.340,6.750
SKATE SESSION,Town and Country Skateboards,,10.000,2025-01-24,2025-W04,2025-01,2025-01,2025,3,30.000,0.000,0.000,30.000,0.000,30.000,0.000
SKATE SESSION,Town and Country Skateboards,,5.000,2023-01-29,2023-W04,2023-01,2023-01,2023,3,15.000,0.000,0.000,15.000,0.000,15.000,0.000
YERBA BLUEPHORIA,Town and Country Skateboards,,3.500,2024-12-27,2024-W52,2024-12,2024-10,2024,3,10.500,-3.500,0.000,7.000,0.560,7.560,6.750
YERBA BLUEPHORIA,Town and Country Skateboards,,3.500,2024-12-15,2024-W50,2024-12,2024-10,2024,3,10.500,0.000,0.000,10.500,0.840,11.340,6.750
YERBA CRANBERRY SPARKLING,Town and Country Skateboards,,3.500,2023-09-29,2023-W39,2023-09,2023-07,2023,3,10.500,0.000,0.000,10.500,0.840,11.340,6.240
Ld,,,2.000,2023-05-25,2023-W21,2023-05,2023-04,2023,3,6.000,0.000,0.000,6.000,0.480,6.480,0.000
Illast8,,,40.000,2024-03-10,2024-W10,2024-03,2024-01,2024,3,120.000,0.000,0.000,120.000,9.600,129.600,0.000
Riverside Park Board Wall Shirt,Town and Country Skateboards,,30.000,2024-11-30,2024-W48,2024-11,2024-10,2024,3,90.000,-25.000,0.000,65.000,1.800,66.800,0.000
Shop Slappy Van Tee Cream,Town and Country Skateboards,,24.990,2024-05-17,2024-W20,2024-05,2024-04,2024,3,74.970,-7.000,0.000,67.970,5.440,73.410,32.640
SKATE SESSION,Town and Country Skateboards,,5.000,2023-12-17,2023-W50,2023-12,2023-10,2023,3,15.000,0.000,0.000,15.000,0.000,15.000,0.000
Yerba,,,3.500,2023-08-26,2023-W34,2023-08,2023-07,2023,3,10.500,0.000,0.000,10.500,0.840,11.340,0.000
Pepper,,,6.500,2024-05-18,2024-W20,2024-05,2024-04,2024,3,19.500,0.000,0.000,19.500,1.560,21.060,0.000
Yerba,,,3.000,2023-08-09,2023-W32,2023-08,2023-07,2023,3,9.000,0.000,0.000,9.000,0.720,9.720,0.000
Yerbs,,,3.000,2024-11-24,2024-W47,2024-11,2024-10,2024,3,9.000,0.000,0.000,9.000,0.720,9.720,0.000
NEW BALANCE TOM KNOX 440HWT HIGH,Town and Country Skateboards,,79.990,2023-02-21,2023-W08,2023-02,2023-01,2023,3,239.970,-47.980,0.000,191.990,15.360,207.350,127.500
BONES REDS BEARINGS,Town and Country Skateboards,,20.000,2023-08-15,2023-W33,2023-08,2023-07,2023,3,60.000,0.000,0.000,60.000,4.800,64.800,29.670
DICKIES SKATEBOARDING DOUBLE KNEE PANT (BLACK),Town and Country Skateboards,,44.990,2023-08-27,2023-W34,2023-08,2023-07,2023,3,134.970,-134.970,0.000,0.000,0.000,0.000,65.250
YERBA BLUEPHORIA,Town and Country Skateboards,,3.500,2023-10-25,2023-W43,2023-10,2023-10,2023,3,10.500,0.000,0.000,10.500,0.840,11.340,6.750
Dickies Skateboarding Jamie Foy Loose Fit Pants,Town and Country Skateboards,,30.000,2024-03-10,2024-W10,2024-03,2024-01,2024,2,60.000,-20.000,0.000,40.000,3.200,43.200,0.000
BONES REDS BEARINGS,Town and Country Skateboards,,20.000,2023-07-02,2023-W26,2023-07,2023-07,2023,2,40.000,0.000,0.000,40.000,3.200,43.200,19.780
Riverside Park Board Wall Shirt,Town and Country Skateboards,,30.000,2024-07-20,2024-W29,2024-07,2024-07,2024,2,60.000,0.000,0.000,60.000,2.400,62.400,0.000
Yerba,,,3.000,2023-02-10,2023-W06,2023-02,2023-01,2023,2,6.000,0.000,0.000,6.000,0.480,6.480,0.000
Yerba,,,3.000,2023-04-18,2023-W16,2023-04,2023-04,2023,2,6.000,-0.300,0.000,5.700,0.460,6.160,0.000
Riverside Park Board Wall Shirt,Town and Country Skateboards,,30.000,2024-09-04,2024-W36,2024-09,2024-07,2024,2,60.000,-28.000,0.000,32.000,1.280,33.280,0.000
Riverside Park Board Wall Shirt,Town and Country Skateboards,,30.000,2024-07-18,2024-W29,2024-07,2024-07,2024,2,60.000,-8.990,0.000,51.010,2.040,53.050,0.000
SNACK SEEING THE SIGHTS CHICAGO SOCKS,Town and Country Skateboards,,14.000,2023-08-27,2023-W34,2023-08,2023-07,2023,2,28.000,-28.000,0.000,0.000,0.000,0.000,16.000
DICKIES RAINSVILLE PANT - MILITARY GREEN,Town and Country Skateboards,,30.000,2023-12-24,2023-W51,2023-12,2023-10,2023,2,60.000,-40.000,0.000,20.000,1.600,21.600,0.000
SPITFIRE FORMULA FOUR TABLETS (various sizes),Town and Country Skateboards,,38.000,2023-11-25,2023-W47,2023-11,2023-10,2023,2,76.000,-15.200,0.000,60.800,4.880,65.680,50.000
Gatorade Regular Variety,Town and Country Skateboards,,2.000,2024-08-23,2024-W34,2024-08,2024-07,2024,2,4.000,0.000,0.000,4.000,0.320,4.320,1.800
arizona green tea,Town and Country Skateboards,,2.000,2024-05-18,2024-W20,2024-05,2024-04,2024,2,4.000,0.000,0.000,4.000,0.320,4.320,1.800
Gatorade Regular Variety,Town and Country Skateboards,,2.000,2023-10-18,2023-W42,2023-10,2023-10,2023,2,4.000,0.000,0.000,4.000,0.320,4.320,1.800
BONES REDS BEARINGS,Town and Country Skateboards,,20.000,2023-03-12,2023-W10,2023-03,2023-01,2023,2,40.000,-1.670,0.000,38.330,3.060,41.390,19.780
BONES REDS BEARINGS,Town and Country Skateboards,,20.000,2023-12-07,2023-W49,2023-12,2023-10,2023,2,40.000,0.000,0.000,40.000,3.200,43.200,19.780
PEPPER GRIP SHEET G5 BLACK,Town and Country Skateboards,,6.000,2023-10-29,2023-W43,2023-10,2023-10,2023,2,12.000,-0.300,0.000,11.700,0.940,12.640,8.000
Gatorade Regular Variety,Town and Country Skateboards,,2.000,2024-07-21,2024-W29,2024-07,2024-07,2024,2,4.000,0.000,0.000,4.000,0.320,4.320,1.800
YERBA BLUEPHORIA,Town and Country Skateboards,,3.500,2024-06-08,2024-W23,2024-06,2024-04,2024,2,7.000,0.000,0.000,7.000,0.560,7.560,4.500
SKATE SESSION,Town and Country Skateboards,,5.000,2023-10-31,2023-W44,2023-10,2023-10,2023,2,10.000,0.000,0.000,10.000,0.000,10.000,0.000
SHOP DECK CURBSIDE BLUE,Town and Country Skateboards,,45.000,2023-11-02,2023-W44,2023-11,2023-10,2023,2,90.000,0.000,0.000,90.000,7.200,97.200,58.000
QUANTUM BEARING SCIENCE METALLICS BEARINGS,Town and Country Skateboards,,22.000,2024-12-12,2024-W50,2024-12,2024-10,2024,2,44.000,0.000,0.000,44.000,0.000,44.000,22.000
arizona blueberry tea,Town and Country Skateboards,,2.000,2023-09-29,2023-W39,2023-09,2023-07,2023,2,4.000,0.000,0.000,4.000,0.320,4.320,1.800
Water,,,1.000,2023-04-08,2023-W14,2023-04,2023-04,2023,2,2.000,0.000,0.000,2.000,0.160,2.160,0.000
YERBA MINT,Town and Country Skateboards,,3.500,2024-03-15,2024-W11,2024-03,2024-01,2024,2,7.000,0.000,0.000,7.000,0.560,7.560,4.500
HUF CROMER PANT LIGHT BLUE,Town and Country Skateboards,,99.990,2023-10-25,2023-W43,2023-10,2023-10,2023,2,199.980,-45.000,0.000,154.980,12.400,167.380,100.000
SKATE SESSION,Town and Country Skateboards,,5.000,2023-12-03,2023-W48,2023-12,2023-10,2023,2,10.000,0.000,0.000,10.000,0.000,10.000,0.000
Yerba,,,3.000,2023-03-05,2023-W09,2023-03,2023-01,2023,2,6.000,0.000,0.000,6.000,0.480,6.480,0.000
YERBA BLUEPHORIA,Town and Country Skateboards,,3.500,2023-11-28,2023-W48,2023-11,2023-10,2023,2,7.000,0.000,0.000,7.000,0.560,7.560,4.500
YERBA LEMON,Town and Country Skateboards,,3.500,2025-01-26,2025-W04,2025-01,2025-01,2025,2,7.000,0.000,0.000,7.000,0.560,7.560,4.500
Water,,,1.000,2023-06-07,2023-W23,2023-06,2023-04,2023,2,2.000,0.000,0.000,2.000,0.160,2.160,0.000
NB Numeric x Chocolate Skateboards 480- Sea Salt with Red,Town and Country Skateboards,,100.000,2024-12-10,2024-W50,2024-12,2024-10,2024,2,200.000,0.000,0.000,200.000,0.000,200.000,0.000
WATER,Town and Country Skateboards,,1.000,2024-11-10,2024-W45,2024-11,2024-10,2024,2,2.000,0.000,0.000,2.000,0.160,2.160,0.000
Gatorade Regular Variety,Town and Country Skateboards,,2.000,2023-09-27,2023-W39,2023-09,2023-07,2023,2,4.000,0.000,0.000,4.000,0.320,4.320,1.800
YERBA LEMON,Town and Country Skateboards,,3.500,2024-01-18,2024-W03,2024-01,2024-01,2024,2,7.000,0.000,0.000,7.000,0.560,7.560,4.500
BAKER SUNGLASSES,Town and Country Skateboards,,12.000,2023-02-26,2023-W08,2023-02,2023-01,2023,2,24.000,0.000,0.000,24.000,0.000,24.000,12.000
New Balance 480 High Natas Edition,Town and Country Skateboards,,119.990,2024-05-14,2024-W20,2024-05,2024-04,2024,2,239.980,0.000,0.000,239.980,10.650,250.630,120.000
NEW BALANCE 306 FOY NCI,Town and Country Skateboards,,30.000,2023-05-22,2023-W21,2023-05,2023-04,2023,2,60.000,0.000,0.000,60.000,2.400,62.400,60.000
BRONSON SPEED COMPANY G2 BEARINGS,Town and Country Skateboards,,18.000,2023-07-29,2023-W30,2023-07,2023-07,2023,2,36.000,0.000,0.000,36.000,2.880,38.880,0.000
SKATE SESSION,Town and Country Skateboards,,10.000,2024-07-10,2024-W28,2024-07,2024-07,2024,2,20.000,0.000,0.000,20.000,0.000,20.000,0.000
INDEPENDENT STANDARD TRUCK (STAGE 11),Town and Country Skateboards,trucks,42.000,2024-04-19,2024-W16,2024-04,2024-04,2024,2,84.000,0.000,0.000,84.000,6.720,90.720,54.000
SKATE SESSION,Town and Country Skateboards,,10.000,2024-09-27,2024-W39,2024-09,2024-07,2024,2,20.000,0.000,0.000,20.000,0.000,20.000,0.000
NEW BALANCE NUMERIC TIAGO 808 UNISEX,Town and Country Skateboards,,75.000,2024-03-15,2024-W11,2024-03,2024-01,2024,2,150.000,-110.000,0.000,40.000,3.200,43.200,110.000
BONES REDS BEARINGS,Town and Country Skateboards,,20.000,2023-08-31,2023-W35,2023-08,2023-07,2023,2,40.000,0.000,0.000,40.000,3.200,43.200,19.780
INDEPENDENT STAGE 4 TRUCKS (ASSORTED SIZES),Town and Country Skateboards,,45.000,2023-04-04,2023-W14,2023-04,2023-04,2023,2,90.000,0.000,0.000,90.000,0.000,90.000,58.000
YERBA BLUEPHORIA,Town and Country Skateboards,,3.500,2024-04-30,2024-W18,2024-04,2024-04,2024,2,7.000,0.000,0.000,7.000,0.560,7.560,4.500
Yerba,,,3.000,2023-06-16,2023-W24,2023-06,2023-04,2023,2,6.000,0.000,0.000,6.000,0.480,6.480,0.000
9in x 33in Sheet Mob Skateboard Grip Tape,Town and Country Skateboards,,6.950,2024-06-28,2024-W26,2024-06,2024-04,2024,2,13.900,0.000,0.000,13.900,1.120,15.020,6.600
PEPPER GRIP SHEET G5 BLACK,Town and Country Skateboards,,6.000,2023-09-06,2023-W36,2023-09,2023-07,2023,2,12.000,-2.350,0.000,9.650,0.780,10.430,8.000
YERBA BLUEPHORIA,Town and Country Skateboards,,3.500,2023-10-04,2023-W40,2023-10,2023-10,2023,2,7.000,0.000,0.000,7.000,0.560,7.560,4.500
Liquid death,,,2.000,2023-03-28,2023-W13,2023-03,2023-01,2023,2,4.000,0.000,0.000,4.000,0.320,4.320,0.000
JESSUP ULTRA GRIP,Town and Country Skateboards,,5.000,2023-06-07,2023-W23,2023-06,2023-04,2023,2,10.000,0.000,0.000,10.000,0.800,10.800,0.000
Chariot,,,45.000,2024-10-12,2024-W41,2024-10,2024-10,2024,2,90.000,0.000,0.000,90.000,7.200,97.200,0.000
YERBA REVELBERRY,Town and Country Skateboards,,3.500,2023-09-10,2023-W36,2023-09,2023-07,2023,2,7.000,0.000,0.000,7.000,0.560,7.560,4.500
Gatorade Regular Variety,Town and Country Skateboards,,2.000,2024-01-24,2024-W04,2024-01,2024-01,2024,2,4.000,0.000,0.000,4.000,0.320,4.320,1.800
WATER,Town and Country Skateboards,,1.000,2023-04-06,2023-W14,2023-04,2023-04,2023,2,2.000,0.000,0.000,2.000,0.160,2.160,0.000
Gatorade Regular Variety,Town and Country Skateboards,,2.000,2025-01-11,2025-W02,2025-01,2025-01,2025,2,4.000,0.000,0.000,4.000,0.320,4.320,1.800
YERBA BLUEPHORIA,Town and Country Skateboards,,3.500,2024-04-02,2024-W14,2024-04,2024-04,2024,2,7.000,0.000,0.000,7.000,0.560,7.560,4.500
ITC Streak Rugby Independent Mens Shirt,Town and Country Skateboards,,40.000,2023-10-14,2023-W41,2023-10,2023-10,2023,2,80.000,-80.000,0.000,0.000,0.000,0.000,39.200
WATER,Town and Country Skateboards,,1.000,2024-09-06,2024-W36,2024-09,2024-07,2024,2,2.000,0.000,0.000,2.000,0.160,2.160,0.000
Andrew Reynolds 480- Cream and Brown,Town and Country Skateboards,,109.990,2024-07-26,2024-W30,2024-07,2024-07,2024,2,219.980,0.000,0.000,219.980,0.000,219.980,0.000
Papers,,,4.000,2023-10-08,2023-W40,2023-10,2023-10,2023,2,8.000,0.000,0.000,8.000,0.640,8.640,0.000
BRONSON DAVID GRAVETTE G3 PRO MODEL BEARINGS,Town and Country Skateboards,,25.000,2023-10-13,2023-W41,2023-10,2023-10,2023,2,50.000,0.000,0.000,50.000,4.000,54.000,30.000
POWELL GREEN DRAGON WHEELS (Assorted Sizes),Town and Country Skateboards,,42.000,2024-04-19,2024-W16,2024-04,2024-04,2024,2,84.000,0.000,0.000,84.000,6.720,90.720,50.400
